route_date_key,date,year,month,quarter,day_of_week,region,bu,area,route_id,primary_waste_stream,primary_customer_segment,num_drivers,num_trucks,total_stops,completed_stops,missed_stops,total_distance_km,total_fuel_used_litres,total_labour_hours,total_yards,total_tonnes,avg_revenue_per_stop,total_revenue,disposal_cost,fuel_cost,labour_cost,maintenance_cost,admin_cost,total_cost,net_revenue,gross_profit,gross_margin_pct,scheduled_hours,actual_hours,delay_minutes,on_time_flag,incident_flag,incident_type
RDK-0006097,2022-10-25,2022,10,Q4,Tuesday,Atlantic,Atlantic BU,Halifax,RTE-0097,General Waste,Restaurant & Food Service,2,2,128,122,6,241.9,143.2,15.88,222.3,39.29,53.91,6576.5,3745.77,270.69,783.94,78.34,218.37,5097.11,2830.73,1479.39,22.5,16.31,16.43,7,1,0,None
RDK-0006098,2023-08-14,2023,8,Q3,Monday,Quebec,Quebec BU,Montreal,RTE-0099,Recycling,Restaurant & Food Service,1,1,105,105,0,224.8,145.5,16.28,214.4,22.36,65.39,6865.85,512.02,199.52,566.63,74.83,272.88,1625.88,6353.83,5239.97,76.32,15.95,15.95,0,1,0,None
RDK-0006099,2024-01-16,2024,1,Q1,Tuesday,Quebec,Quebec BU,Laval,RTE-0081,General Waste,Office & Commercial,1,1,125,125,0,146.7,75.7,14.17,221.0,43.66,41.83,5228.18,3652.18,139.93,660.27,53.29,178.55,4684.22,1576.0,543.96,10.4,14.4,14.55,9,1,0,None
RDK-0006100,2022-11-12,2022,11,Q4,Saturday,Atlantic,Atlantic BU,Fredericton,RTE-0102,Recycling,Restaurant & Food Service,2,2,148,140,8,365.2,201.4,18.48,235.1,22.83,47.28,6619.39,465.2,401.89,872.9,121.47,200.23,2061.69,6154.19,4557.7,68.85,17.79,17.79,0,1,0,None
RDK-0006101,2023-12-18,2023,12,Q4,Monday,BC,BC BU,Surrey,RTE-0039,General Waste,Industrial,1,1,174,174,0,336.8,219.0,23.16,315.1,58.8,65.4,11378.78,5443.33,320.45,1353.78,84.66,443.54,7645.76,5935.45,3733.02,32.81,24.22,24.22,0,1,0,None
RDK-0006102,2024-09-04,2024,9,Q3,Wednesday,Quebec,Quebec BU,Laval,RTE-0003,General Waste,Office & Commercial,2,2,171,169,2,240.5,120.8,22.79,347.9,64.4,41.1,6946.0,5582.81,211.05,1035.95,61.02,392.94,7283.77,1363.19,-337.77,-4.86,22.48,22.71,14,1,0,None
RDK-0006103,2024-09-02,2024,9,Q3,Monday,BC,BC BU,Abbotsford,RTE-0107,General Waste,Office & Commercial,1,1,132,127,5,275.6,121.7,16.75,245.3,42.74,56.13,7128.98,3111.22,205.95,612.94,62.68,324.37,4317.16,4017.76,2811.82,39.44,17.22,17.67,27,0,0,None
RDK-0006104,2024-09-12,2024,9,Q3,Thursday,Quebec,Quebec BU,Montreal,RTE-0043,Recycling,Retail,1,1,128,124,4,206.3,110.0,13.41,250.2,26.42,62.68,7772.51,1012.26,171.94,608.23,54.25,278.38,2125.06,6760.25,5647.45,72.66,14.25,14.37,7,1,0,None
RDK-0006105,2023-07-24,2023,7,Q3,Monday,Ontario,GTA BU,Toronto East,RTE-0066,Organics,Office & Commercial,1,1,141,139,2,238.6,130.5,18.77,273.3,72.82,56.69,7879.88,3206.55,224.22,937.85,52.62,364.31,4785.55,4673.33,3094.33,39.27,19.45,19.45,0,1,0,None
RDK-0006106,2022-04-30,2022,4,Q2,Saturday,Quebec,Quebec BU,Longueuil,RTE-0032,General Waste,Hospitality,1,1,153,148,5,227.4,118.5,25.99,268.2,50.4,37.75,5587.59,4287.79,161.02,1422.63,52.07,293.5,6217.01,1299.8,-629.42,-11.26,28.64,29.67,62,0,0,None
RDK-0006107,2024-08-20,2024,8,Q3,Tuesday,Prairies,Prairies BU,Regina,RTE-0106,General Waste,Retail,1,1,143,143,0,232.3,143.4,13.68,299.2,53.54,51.1,7307.58,5069.88,253.6,493.88,62.05,340.14,6219.55,2237.7,1088.03,14.89,14.03,14.15,7,1,0,None
RDK-0006108,2023-02-03,2023,2,Q1,Friday,BC,BC BU,Abbotsford,RTE-0094,General Waste,Healthcare,2,2,163,163,0,417.2,250.2,24.67,295.1,53.4,107.58,17535.19,3439.31,405.52,1127.02,90.92,663.25,5726.02,14095.88,11809.17,67.35,25.46,25.46,0,1,0,None
RDK-0006109,2024-06-08,2024,6,Q2,Saturday,Quebec,Quebec BU,Montreal,RTE-0015,Organics,Retail,1,1,119,119,0,293.6,139.1,16.62,249.8,62.2,58.87,7005.66,3572.89,190.08,716.26,119.16,335.92,4934.31,3432.77,2071.35,29.57,16.93,16.93,0,1,0,None
RDK-0006110,2022-03-25,2022,3,Q1,Friday,Alberta,Edmonton BU,Edmonton North,RTE-0087,Cardboard,Office & Commercial,2,2,166,160,6,338.6,209.4,18.85,262.9,16.1,37.6,6015.28,384.91,357.56,832.6,93.62,287.28,1955.97,5630.37,4059.31,67.48,18.72,19.27,33,0,0,None
RDK-0006111,2022-04-11,2022,4,Q2,Monday,Atlantic,Atlantic BU,Halifax,RTE-0063,Recycling,Retail,1,1,147,147,0,314.3,157.4,20.08,259.1,27.91,65.44,9620.0,1303.86,296.99,705.91,87.72,369.46,2763.94,8316.14,6856.06,71.27,20.68,20.68,0,1,0,None
RDK-0006112,2024-05-13,2024,5,Q2,Monday,Alberta,Calgary BU,Calgary SE,RTE-0116,General Waste,Industrial,1,1,138,138,0,289.6,174.9,19.5,281.9,48.08,54.39,7505.65,3021.0,340.48,1007.59,106.08,425.35,4900.5,4484.65,2605.15,34.71,21.48,21.5,1,1,0,None
RDK-0006113,2024-06-06,2024,6,Q2,Thursday,Prairies,Prairies BU,Saskatoon,RTE-0082,Recycling,Industrial,1,1,141,138,3,277.2,129.8,18.61,292.1,29.16,63.74,8796.68,879.95,207.52,1114.4,49.77,342.48,2594.12,7916.73,6202.56,70.51,19.73,20.38,39,0,0,None
RDK-0006114,2023-03-29,2023,3,Q1,Wednesday,BC,BC BU,Burnaby,RTE-0078,General Waste,Restaurant & Food Service,1,1,148,147,1,299.3,181.5,20.56,252.2,49.96,63.77,9374.13,4882.15,237.28,882.42,111.87,379.54,6493.26,4491.98,2880.87,30.73,21.1,21.1,0,1,0,None
RDK-0006115,2022-06-16,2022,6,Q2,Thursday,Alberta,Edmonton BU,Edmonton North,RTE-0110,Organics,Healthcare,1,1,129,128,1,207.3,106.6,17.6,252.9,61.93,83.8,10726.98,3286.37,135.45,600.62,64.78,446.44,4533.66,7440.61,6193.32,57.74,18.37,18.37,0,1,0,None
RDK-0006116,2024-03-04,2024,3,Q1,Monday,BC,BC BU,Vancouver,RTE-0048,General Waste,Retail,1,1,137,137,0,257.5,132.4,16.42,268.4,48.37,55.6,7617.1,2412.49,229.95,669.06,59.25,431.29,3802.04,5204.61,3815.06,50.09,17.53,17.53,0,1,0,None
RDK-0006117,2022-11-11,2022,11,Q4,Friday,Prairies,Prairies BU,Regina,RTE-0019,Recycling,Retail,1,1,188,182,6,232.1,138.4,22.86,308.0,35.48,22.54,4102.19,1174.47,246.36,1139.07,56.64,115.08,2731.62,2927.72,1370.57,33.41,25.71,26.53,49,0,0,None
RDK-0006118,2022-10-04,2022,10,Q4,Tuesday,Quebec,Quebec BU,Longueuil,RTE-0065,General Waste,Office & Commercial,1,1,176,176,0,408.5,242.7,24.03,314.7,54.2,56.36,9919.5,3742.37,371.48,1364.9,137.25,570.48,6186.48,6177.13,3733.02,37.63,23.94,24.06,7,1,0,None
RDK-0006119,2024-08-28,2024,8,Q3,Wednesday,Prairies,Prairies BU,Regina,RTE-0042,Cardboard,Retail,1,1,145,142,3,185.9,102.7,16.67,296.1,17.44,53.31,7569.8,449.24,175.43,779.64,45.93,404.0,1854.24,7120.56,5715.56,75.5,15.75,16.05,18,1,0,None
RDK-0006120,2023-07-29,2023,7,Q3,Saturday,Alberta,Edmonton BU,Edmonton South,RTE-0084,Recycling,Hospitality,2,2,129,129,0,298.8,186.0,15.39,263.6,24.34,77.56,10005.33,903.42,242.12,612.27,103.01,406.43,2267.25,9101.91,7738.08,77.34,16.05,16.05,0,1,0,None
RDK-0006121,2022-12-19,2022,12,Q4,Monday,Alberta,Calgary BU,Calgary SE,RTE-0088,General Waste,Hospitality,1,1,177,174,3,282.2,136.1,20.02,289.7,54.07,56.23,9783.59,4398.43,254.97,772.9,56.2,440.66,5923.16,5385.16,3860.43,39.46,20.17,20.74,34,0,0,None
RDK-0006122,2024-10-18,2024,10,Q4,Friday,Quebec,Quebec BU,Longueuil,RTE-0032,General Waste,Hospitality,1,1,189,189,0,356.6,235.5,25.44,377.6,65.2,31.35,5924.25,5303.06,459.54,1107.99,160.3,213.79,7244.68,621.19,-1320.43,-22.29,26.47,26.94,28,0,0,None
RDK-0006123,2022-09-07,2022,9,Q3,Wednesday,Alberta,Edmonton BU,Edmonton South,RTE-0084,Recycling,Hospitality,1,1,105,105,0,194.6,99.9,15.69,204.2,20.75,91.83,9641.81,629.59,144.21,620.63,57.0,494.17,1945.6,9012.22,7696.21,79.82,15.82,16.4,35,0,0,None
RDK-0006124,2023-10-21,2023,10,Q4,Saturday,Quebec,Quebec BU,Longueuil,RTE-0060,General Waste,Retail,1,1,123,123,0,218.8,117.0,13.69,229.1,39.11,71.37,8778.88,3170.81,219.94,694.73,88.33,451.84,4625.65,5608.07,4153.23,47.31,15.2,15.2,0,1,0,None
RDK-0006125,2022-05-21,2022,5,Q2,Saturday,Quebec,Quebec BU,Longueuil,RTE-0046,General Waste,Industrial,1,1,104,100,4,195.5,99.1,20.17,189.3,33.89,132.56,13255.94,2954.55,168.82,1119.45,82.15,424.09,4749.06,10301.39,8506.88,64.17,20.14,20.59,27,0,0,None
RDK-0006126,2022-09-05,2022,9,Q3,Monday,Quebec,Quebec BU,Quebec City,RTE-0104,General Waste,Retail,1,1,141,141,0,288.0,137.6,20.7,258.4,44.05,48.75,6873.68,3238.33,194.06,992.32,103.53,372.42,4900.66,3635.35,1973.02,28.7,19.93,19.93,0,1,0,None
RDK-0006127,2023-01-11,2023,1,Q1,Wednesday,Atlantic,Atlantic BU,Halifax,RTE-0040,General Waste,Retail,2,2,125,117,8,179.1,88.0,19.4,198.9,35.33,43.23,5057.66,2241.05,148.76,911.15,63.62,253.94,3618.52,2816.61,1439.14,28.45,19.95,19.95,0,1,0,None
RDK-0006128,2023-02-28,2023,2,Q1,Tuesday,Prairies,Prairies BU,Winnipeg,RTE-0029,Recycling,Hospitality,1,1,148,143,5,230.9,150.9,16.14,248.4,25.3,62.94,8999.91,476.46,287.7,613.37,76.73,339.54,1793.8,8523.45,7206.11,80.07,16.47,16.64,10,1,0,None
RDK-0006129,2023-11-13,2023,11,Q4,Monday,Quebec,Quebec BU,Quebec City,RTE-0104,General Waste,Retail,1,1,105,101,4,159.6,97.3,13.4,183.7,33.37,55.76,5632.06,2559.5,149.81,657.36,56.22,178.29,3601.18,3072.56,2030.88,36.06,14.1,14.18,5,1,0,None
RDK-0006130,2024-05-03,2024,5,Q2,Friday,Prairies,Prairies BU,Winnipeg,RTE-0086,Recycling,Retail,1,1,174,174,0,308.2,171.5,23.8,353.3,38.49,49.33,8583.52,1273.13,293.1,1153.09,125.12,292.42,3136.86,7310.39,5446.66,63.45,23.78,23.88,6,1,0,None
RDK-0006131,2022-03-04,2022,3,Q1,Friday,Quebec,Quebec BU,Montreal,RTE-0036,General Waste,Retail,1,1,131,127,4,228.0,123.8,15.46,222.9,42.79,61.6,7823.37,2552.27,205.84,736.26,68.67,327.28,3890.32,5271.1,3933.05,50.27,14.84,15.19,21,0,0,None
RDK-0006132,2024-12-14,2024,12,Q4,Saturday,Alberta,Calgary BU,Calgary SE,RTE-0051,Recycling,Retail,1,1,123,120,3,226.4,134.7,14.31,211.8,22.25,58.3,6996.16,703.02,244.13,663.76,72.43,278.0,1961.34,6293.14,5034.82,71.97,13.6,14.98,83,0,0,None
RDK-0006133,2024-03-26,2024,3,Q1,Tuesday,BC,BC BU,Surrey,RTE-0041,General Waste,Restaurant & Food Service,1,1,159,159,0,300.9,188.2,29.43,303.2,54.43,61.23,9735.0,4204.04,314.98,982.42,94.96,461.08,6057.48,5530.96,3677.52,37.78,32.93,33.51,35,0,0,None
RDK-0006134,2024-02-01,2024,2,Q1,Thursday,Alberta,Edmonton BU,Edmonton North,RTE-0087,Cardboard,Office & Commercial,1,1,157,153,4,294.9,179.3,19.84,268.0,16.02,42.32,6474.59,546.62,273.98,905.77,94.08,238.98,2059.43,5927.97,4415.16,68.19,22.93,22.93,0,1,0,None
RDK-0006135,2023-05-08,2023,5,Q2,Monday,BC,BC BU,Burnaby,RTE-0012,General Waste,Industrial,1,1,100,99,1,161.7,113.5,11.47,178.5,35.51,73.21,7247.55,3226.19,234.57,583.0,21.13,319.14,4384.03,4021.36,2863.52,39.51,13.45,13.45,0,1,0,None
RDK-0006136,2022-02-17,2022,2,Q1,Thursday,BC,BC BU,Burnaby,RTE-0078,General Waste,Restaurant & Food Service,1,1,153,151,2,230.4,121.7,16.2,257.0,44.21,37.65,5685.86,2755.72,201.54,686.22,44.27,207.85,3895.6,2930.14,1790.26,31.49,15.36,15.36,0,1,0,None
RDK-0006137,2023-01-11,2023,1,Q1,Wednesday,Ontario,GTA BU,Markham,RTE-0112,Recycling,Retail,1,1,113,113,0,231.8,120.8,16.34,194.1,18.0,23.19,2620.02,532.49,187.19,743.52,55.82,136.39,1655.41,2087.53,964.61,36.82,16.81,17.44,38,0,0,None
RDK-0006138,2022-05-14,2022,5,Q2,Saturday,Quebec,Quebec BU,Montreal,RTE-0098,Recycling,Office & Commercial,1,1,107,101,6,210.8,92.9,13.6,182.0,19.53,56.47,5703.74,715.51,145.33,596.62,115.33,230.62,1803.41,4988.23,3900.33,68.38,13.35,13.52,10,1,0,None
RDK-0006139,2024-01-29,2024,1,Q1,Monday,Atlantic,Atlantic BU,Halifax,RTE-0111,General Waste,Office & Commercial,1,1,130,126,4,286.9,143.8,16.24,222.1,40.38,50.28,6335.27,3470.32,274.14,664.59,87.05,320.9,4817.0,2864.95,1518.27,23.97,15.6,15.95,21,0,0,None
RDK-0006140,2024-12-09,2024,12,Q4,Monday,BC,BC BU,Abbotsford,RTE-0094,General Waste,Healthcare,1,1,166,164,2,243.8,132.1,23.77,309.5,54.4,81.66,13393.01,4630.11,242.49,633.6,78.75,442.35,6027.3,8762.9,7365.71,55.0,23.64,23.91,16,1,0,None
RDK-0006141,2023-06-06,2023,6,Q2,Tuesday,BC,BC BU,Vancouver,RTE-0080,Recycling,Industrial,2,2,114,114,0,258.9,146.6,16.24,230.8,23.44,68.35,7791.51,628.86,224.39,734.32,92.98,265.73,1946.28,7162.65,5845.23,75.02,15.74,16.37,38,0,0,None
RDK-0006142,2023-12-06,2023,12,Q4,Wednesday,Quebec,Quebec BU,Longueuil,RTE-0052,General Waste,Healthcare,1,1,141,141,0,271.9,160.2,16.24,258.9,47.8,56.22,7926.86,3589.83,295.6,710.5,94.15,308.95,4999.03,4337.03,2927.83,36.94,15.25,15.25,0,1,0,None
RDK-0006143,2022-05-30,2022,5,Q2,Monday,Alberta,Calgary BU,Calgary SW,RTE-0118,General Waste,Industrial,1,1,125,124,1,212.8,106.1,15.9,235.0,38.64,74.65,9256.28,3343.66,144.94,597.36,85.93,392.37,4564.26,5912.62,4692.02,50.69,17.28,17.28,0,1,0,None
RDK-0006144,2022-10-19,2022,10,Q4,Wednesday,Quebec,Quebec BU,Quebec City,RTE-0004,General Waste,Industrial,1,1,144,143,1,221.1,138.7,19.09,253.5,43.94,59.2,8466.1,4575.7,208.69,802.78,38.32,326.03,5951.52,3890.4,2514.58,29.7,19.48,19.93,27,0,0,None
RDK-0006145,2022-11-24,2022,11,Q4,Thursday,Ontario,GTA BU,Markham,RTE-0031,General Waste,Industrial,1,1,117,117,0,190.4,92.5,14.36,203.0,35.68,77.18,9029.62,3244.86,177.03,725.44,81.95,542.06,4771.34,5784.76,4258.28,47.16,15.73,16.56,50,0,0,None
RDK-0006146,2024-10-07,2024,10,Q4,Monday,Prairies,Prairies BU,Winnipeg,RTE-0029,Recycling,Hospitality,2,2,139,139,0,230.9,96.3,19.1,284.2,27.95,48.66,6763.77,1285.53,142.0,744.71,74.62,181.42,2428.28,5478.24,4335.49,64.1,20.45,20.45,0,1,0,None
RDK-0006147,2023-11-23,2023,11,Q4,Thursday,Prairies,Prairies BU,Regina,RTE-0047,Organics,Office & Commercial,1,1,100,97,3,155.4,97.1,15.17,177.8,42.15,33.35,3235.2,1951.41,175.18,641.9,43.56,144.84,2956.89,1283.79,278.31,8.6,14.79,15.24,27,0,0,None
RDK-0006148,2024-06-08,2024,6,Q2,Saturday,Atlantic,Atlantic BU,Moncton,RTE-0038,Recycling,Restaurant & Food Service,1,1,116,113,3,207.6,110.1,15.51,244.9,23.6,78.97,8923.75,732.11,203.11,775.08,80.16,338.21,2128.67,8191.64,6795.08,76.15,17.37,17.44,4,1,0,None
RDK-0006149,2022-01-01,2022,1,Q1,Saturday,Ontario,Central Ontario BU,Barrie,RTE-0105,General Waste,Office & Commercial,1,1,183,179,4,302.8,162.8,25.49,297.6,53.03,44.65,7991.93,3512.83,246.75,1017.93,99.02,412.45,5288.98,4479.1,2702.95,33.82,27.87,28.12,15,1,0,None
RDK-0006150,2022-08-04,2022,8,Q3,Thursday,Quebec,Quebec BU,Longueuil,RTE-0050,General Waste,Industrial,1,1,115,111,4,196.5,116.6,16.32,209.8,37.66,52.54,5831.64,3241.21,170.95,704.14,63.13,176.91,4356.34,2590.43,1475.3,25.3,17.54,17.54,0,1,0,None
RDK-0006151,2023-05-31,2023,5,Q2,Wednesday,Ontario,Central Ontario BU,Peterborough,RTE-0033,Cardboard,Retail,1,1,119,119,0,147.4,80.9,13.44,235.8,14.73,57.89,6889.24,336.42,138.65,601.52,62.89,290.44,1429.92,6552.82,5459.32,79.24,13.48,13.76,17,1,0,None
RDK-0006152,2024-06-15,2024,6,Q2,Saturday,Alberta,Edmonton BU,St. Albert,RTE-0028,General Waste,Healthcare,1,1,175,172,3,239.8,109.6,22.85,362.9,59.13,88.38,15201.49,4457.27,212.46,770.5,122.15,887.0,6449.38,10744.22,8752.11,57.57,23.68,24.13,27,0,0,None
RDK-0006153,2024-04-09,2024,4,Q2,Tuesday,Atlantic,Atlantic BU,Fredericton,RTE-0020,General Waste,Retail,1,1,144,144,0,351.2,214.4,17.93,281.4,47.83,41.74,6010.78,3871.19,359.27,817.47,104.28,102.55,5254.76,2139.59,756.02,12.58,18.61,19.19,35,0,0,None
RDK-0006154,2024-10-01,2024,10,Q4,Tuesday,Atlantic,Atlantic BU,Fredericton,RTE-0070,General Waste,Retail,2,2,164,164,0,238.8,136.2,19.84,320.0,47.1,34.72,5693.54,3410.27,231.28,1014.71,72.55,287.56,5016.37,2283.27,677.17,11.89,20.07,20.8,44,0,0,None
RDK-0006155,2024-05-23,2024,5,Q2,Thursday,Quebec,Quebec BU,Montreal,RTE-0064,General Waste,Office & Commercial,2,2,159,156,3,335.4,181.5,23.17,332.4,54.26,44.5,6942.38,4269.31,374.26,1237.92,150.99,306.43,6338.91,2673.07,603.47,8.69,22.77,23.1,20,0,0,None
RDK-0006156,2022-08-13,2022,8,Q3,Saturday,Quebec,Quebec BU,Montreal,RTE-0055,Recycling,Restaurant & Food Service,1,1,100,96,4,172.4,85.1,15.35,180.3,18.75,73.05,7012.7,894.51,161.88,655.11,94.66,206.11,2012.27,6118.19,5000.43,71.31,18.02,18.02,0,1,0,None
RDK-0006157,2024-01-29,2024,1,Q1,Monday,Atlantic,Atlantic BU,Fredericton,RTE-0025,General Waste,Healthcare,1,1,139,135,4,320.6,203.9,17.53,240.9,45.48,94.01,12690.89,3760.9,412.56,921.71,101.18,535.84,5732.19,8929.99,6958.7,54.83,19.18,19.18,0,1,0,None
RDK-0006158,2022-05-18,2022,5,Q2,Wednesday,BC,BC BU,Surrey,RTE-0039,General Waste,Industrial,2,2,147,142,5,328.8,203.6,21.18,268.9,50.0,50.32,7145.23,4519.55,355.78,1029.8,127.47,310.24,6342.84,2625.68,802.39,11.23,20.95,21.5,33,0,0,None
RDK-0006159,2022-06-06,2022,6,Q2,Monday,Prairies,Prairies BU,Regina,RTE-0019,Recycling,Retail,1,1,166,160,6,346.0,117.3,20.1,293.1,29.04,77.03,12324.88,1093.43,203.73,1011.33,78.53,482.83,2869.85,11231.45,9455.03,76.71,19.64,20.22,35,0,0,None
RDK-0006160,2023-07-28,2023,7,Q3,Friday,Ontario,Central Ontario BU,Sudbury,RTE-0101,Organics,Industrial,1,1,120,118,2,242.5,136.0,17.39,238.4,53.31,129.28,15254.51,3330.66,225.72,853.83,100.82,618.52,5129.55,11923.85,10124.96,66.37,18.24,18.61,22,0,0,None
RDK-0006161,2023-03-22,2023,3,Q1,Wednesday,Prairies,Prairies BU,Winnipeg,RTE-0086,Recycling,Retail,1,1,191,190,1,257.3,161.9,21.06,348.8,34.82,48.08,9135.43,1259.22,221.74,1066.61,61.55,214.61,2823.73,7876.21,6311.7,69.09,21.18,21.4,13,1,0,None
RDK-0006162,2023-03-25,2023,3,Q1,Saturday,Prairies,Prairies BU,Regina,RTE-0042,Cardboard,Retail,1,1,156,154,2,281.2,135.7,17.41,281.0,14.71,48.42,7456.39,367.9,250.11,751.93,60.97,437.46,1868.37,7088.49,5588.02,74.94,18.47,18.84,22,0,0,None
RDK-0006163,2022-09-19,2022,9,Q3,Monday,Prairies,Prairies BU,Saskatoon,RTE-0082,Recycling,Industrial,1,1,145,145,0,295.0,171.6,19.19,269.8,25.68,71.85,10417.97,697.85,238.45,736.36,115.33,497.3,2285.29,9720.12,8132.68,78.06,21.14,21.14,0,1,0,None
RDK-0006164,2022-03-26,2022,3,Q1,Saturday,Ontario,GTA BU,Toronto North,RTE-0026,General Waste,Office & Commercial,1,1,177,177,0,381.2,193.7,25.02,307.0,53.47,48.09,8512.55,4158.79,293.98,1105.32,118.52,481.17,6157.78,4353.76,2354.77,27.66,27.68,27.88,12,1,0,None
RDK-0006165,2024-12-02,2024,12,Q4,Monday,Quebec,Quebec BU,Longueuil,RTE-0032,General Waste,Hospitality,1,1,169,165,4,262.5,174.9,18.09,306.1,51.81,40.12,6620.59,4472.72,273.48,890.8,89.24,333.89,6060.13,2147.87,560.46,8.47,18.23,19.15,55,0,0,None
RDK-0006166,2022-12-21,2022,12,Q4,Wednesday,Alberta,Edmonton BU,Edmonton North,RTE-0110,Organics,Healthcare,1,1,108,102,6,171.1,82.7,12.67,167.4,40.7,53.71,5478.88,2462.9,132.83,570.74,34.95,294.75,3496.17,3015.98,1982.71,36.19,12.48,12.48,0,1,0,None
RDK-0006167,2022-10-29,2022,10,Q4,Saturday,Atlantic,Atlantic BU,Moncton,RTE-0113,Cardboard,Restaurant & Food Service,1,1,147,143,4,260.1,130.5,21.27,256.3,15.77,84.36,12063.2,338.61,237.63,1010.18,105.21,561.86,2253.49,11724.59,9809.71,81.32,22.44,22.44,0,1,0,None
RDK-0006168,2022-11-02,2022,11,Q4,Wednesday,BC,BC BU,Vancouver,RTE-0017,Recycling,Restaurant & Food Service,1,1,157,155,2,266.2,120.2,21.49,270.3,30.47,47.51,7363.84,762.36,189.1,1057.73,81.3,325.62,2416.11,6601.48,4947.73,67.19,21.99,22.49,30,0,0,None
RDK-0006169,2024-01-02,2024,1,Q1,Tuesday,Quebec,Quebec BU,Longueuil,RTE-0032,General Waste,Hospitality,1,1,183,176,7,425.4,252.4,21.82,313.8,53.35,45.07,7933.1,3898.6,410.5,1059.19,108.87,384.75,5861.91,4034.5,2071.19,26.11,23.99,23.99,0,1,0,None
RDK-0006170,2024-05-17,2024,5,Q2,Friday,Alberta,Edmonton BU,Edmonton North,RTE-0119,Cardboard,Office & Commercial,2,2,100,96,4,165.7,107.0,13.55,200.4,12.23,38.68,3713.59,107.25,154.81,541.4,44.92,117.91,966.29,3606.34,2747.3,73.98,14.42,14.42,0,1,0,None
RDK-0006171,2023-02-20,2023,2,Q1,Monday,Alberta,Edmonton BU,Edmonton North,RTE-0087,Cardboard,Office & Commercial,1,1,170,165,5,344.8,139.9,21.76,288.9,16.53,48.14,7942.32,605.8,249.99,1000.17,125.3,223.46,2204.72,7336.52,5737.6,72.24,24.12,24.3,11,1,0,None
RDK-0006172,2024-08-29,2024,8,Q3,Thursday,BC,BC BU,Burnaby,RTE-0054,General Waste,Industrial,1,1,100,100,0,195.1,120.9,15.04,213.8,38.18,67.46,6746.26,2946.53,190.84,770.58,48.64,348.44,4305.03,3799.73,2441.23,36.19,15.43,16.06,38,0,0,None
RDK-0006173,2023-01-04,2023,1,Q1,Wednesday,Quebec,Quebec BU,Longueuil,RTE-0014,General Waste,Industrial,1,1,164,162,2,209.7,109.6,19.82,279.4,50.44,62.03,10048.31,4645.41,168.61,987.59,56.41,490.81,6348.83,5402.9,3699.48,36.82,19.31,19.79,29,0,0,None
RDK-0006174,2024-01-29,2024,1,Q1,Monday,Alberta,Edmonton BU,Edmonton North,RTE-0110,Organics,Healthcare,2,2,130,129,1,316.1,181.6,17.43,224.5,57.85,69.56,8973.08,3425.11,292.17,680.24,85.61,271.64,4754.77,5547.97,4218.31,47.01,17.35,17.5,9,1,0,None
RDK-0006175,2023-10-10,2023,10,Q4,Tuesday,Ontario,Central Ontario BU,Kingston,RTE-0057,General Waste,Office & Commercial,1,1,180,179,1,207.9,133.7,18.1,322.1,55.64,46.5,8323.14,3546.21,196.5,784.62,69.23,315.03,4911.59,4776.93,3411.55,40.99,17.75,17.9,9,1,0,None
RDK-0006176,2023-07-21,2023,7,Q3,Friday,Alberta,Calgary BU,Airdrie,RTE-0117,General Waste,Office & Commercial,1,1,165,165,0,221.6,122.7,21.2,334.5,56.72,45.75,7548.37,5416.04,172.84,962.97,77.24,207.08,6836.17,2132.33,712.2,9.44,20.84,20.84,0,1,0,None
RDK-0006177,2024-11-30,2024,11,Q4,Saturday,Ontario,Central Ontario BU,Sudbury,RTE-0108,Recycling,Hospitality,1,1,161,161,0,248.1,137.5,18.59,305.2,29.21,49.76,8011.8,762.7,248.37,717.61,102.31,393.51,2224.5,7249.1,5787.3,72.23,19.66,19.66,0,1,0,None
RDK-0006178,2023-05-28,2023,5,Q2,Sunday,Atlantic,Atlantic BU,Fredericton,RTE-0102,Recycling,Restaurant & Food Service,1,1,129,121,8,205.2,120.3,16.8,231.5,24.82,91.61,11084.43,1029.69,185.39,734.77,70.57,562.18,2582.6,10054.74,8501.83,76.7,17.89,18.37,29,0,0,None
RDK-0006179,2024-02-03,2024,2,Q1,Saturday,Atlantic,Atlantic BU,Halifax,RTE-0024,General Waste,Restaurant & Food Service,1,1,130,128,2,209.7,124.0,16.4,239.5,43.74,64.06,8200.28,3169.27,187.48,674.67,58.55,465.55,4555.52,5031.01,3644.76,44.45,17.6,17.9,18,1,0,None
RDK-0006180,2022-06-16,2022,6,Q2,Thursday,BC,BC BU,Surrey,RTE-0021,General Waste,Office & Commercial,1,1,134,130,4,262.2,141.6,17.83,242.5,49.6,49.88,6484.01,3007.98,254.24,720.24,78.33,365.92,4426.71,3476.03,2057.3,31.73,18.2,18.2,0,1,0,None
RDK-0006181,2024-11-06,2024,11,Q4,Wednesday,Prairies,Prairies BU,Winnipeg,RTE-0086,Recycling,Retail,2,2,179,172,7,350.4,172.9,21.62,318.6,32.85,60.77,10451.73,1017.91,320.0,960.7,137.38,374.27,2810.26,9433.82,7641.47,73.11,24.15,24.22,4,1,0,None
RDK-0006182,2024-10-07,2024,10,Q4,Monday,Prairies,Prairies BU,Winnipeg,RTE-0029,Recycling,Hospitality,1,1,175,175,0,271.0,108.8,19.71,342.7,34.85,92.84,16246.13,1719.52,159.96,855.19,84.67,846.3,3665.64,14526.61,12580.49,77.44,20.55,20.55,0,1,0,None
